ensemble-ratio,precision,recall,f-beta,beta
0.5454545454545454,1.0,0.030303030303030304,0.05882352941176471,1
0.5554628857381151,1.0,0.030303030303030304,0.05882352941176471,1
0.5656797331109258,1.0,0.030303030303030304,0.05882352941176471,1
0.5756880733944955,1.0,0.030303030303030304,0.05882352941176471,1
0.585904920767306,1.0,0.030303030303030304,0.05882352941176471,1
0.5959132610508757,1.0,0.030303030303030304,0.05882352941176471,1
0.6061301084236864,1.0,0.030303030303030304,0.05882352941176471,1
0.6161384487072561,1.0,0.030303030303030304,0.05882352941176471,1
0.6261467889908257,1.0,0.030303030303030304,0.05882352941176471,1
0.6363636363636364,1.0,0.030303030303030304,0.05882352941176471,1
0.646371976647206,1.0,0.030303030303030304,0.05882352941176471,1
0.6565888240200167,1.0,0.030303030303030304,0.05882352941176471,1
0.6665971643035863,1.0,0.030303030303030304,0.05882352941176471,1
0.676814011676397,1.0,0.030303030303030304,0.05882352941176471,1
0.6868223519599667,1.0,0.030303030303030304,0.05882352941176471,1
0.6968306922435363,1.0,0.030303030303030304,0.05882352941176471,1
0.7070475396163469,1.0,0.030303030303030304,0.05882352941176471,1
0.7170558798999166,1.0,0.030303030303030304,0.05882352941176471,1
0.7272727272727273,1.0,0.030303030303030304,0.05882352941176471,1
0.737281067556297,1.0,0.030303030303030304,0.05882352941176471,1
0.7474979149291076,1.0,0.06060606060606061,0.1142857142857143,1
0.7575062552126772,0.5,0.06060606060606061,0.10810810810810813,1
0.7677231025854879,0.5,0.06060606060606061,0.10810810810810813,1
0.7777314428690576,0.5,0.06060606060606061,0.10810810810810813,1
0.7877397831526272,0.4,0.06060606060606061,0.10526315789473685,1
0.7979566305254379,0.4,0.06060606060606061,0.10526315789473685,1
0.8079649708090075,0.4,0.06060606060606061,0.10526315789473685,1
0.8181818181818182,0.42857142857142855,0.09090909090909091,0.15000000000000002,1
0.8281901584653878,0.42857142857142855,0.09090909090909091,0.15000000000000002,1
0.8384070058381985,0.42857142857142855,0.09090909090909091,0.15000000000000002,1
0.8484153461217682,0.42857142857142855,0.09090909090909091,0.15000000000000002,1
0.8584236864053377,0.6842105263157895,0.3939393939393939,0.5,1
0.8686405337781484,0.7272727272727273,0.48484848484848486,0.5818181818181818,1
0.8786488740617181,0.7241379310344828,0.6363636363636364,0.6774193548387097,1
0.8888657214345288,0.7241379310344828,0.6363636363636364,0.6774193548387097,1
0.8988740617180984,0.7,0.6363636363636364,0.6666666666666666,1
0.9090909090909091,0.6176470588235294,0.6363636363636364,0.6268656716417911,1
0.9190992493744787,0.6190476190476191,0.7878787878787878,0.6933333333333334,1
0.9291075896580484,0.673469387755102,1.0,0.8048780487804877,1
0.939324437030859,0.673469387755102,1.0,0.8048780487804877,1
0.9493327773144287,0.4583333333333333,1.0,0.6285714285714286,1
0.9595496246872394,0.4583333333333333,1.0,0.6285714285714286,1
0.969557964970809,0.4583333333333333,1.0,0.6285714285714286,1
0.9797748123436196,0.28695652173913044,1.0,0.44594594594594594,1
0.9897831526271893,0.13253012048192772,1.0,0.23404255319148937,1
1.0,0.04602510460251046,1.0,0.08800000000000001,1
